Compound,Date,Negative,Neutral,Positive,Tweets Ago,User
0.3446,Thu Jul 05 00:16:22 +0000 2018,0.861,0.0,0.139,37,@FoxNews
0.8689,Thu Jul 05 00:13:47 +0000 2018,0.605,0.0,0.395,38,@FoxNews
0.0,Wed Jul 04 23:52:13 +0000 2018,1.0,0.0,0.0,39,@FoxNews
0.91,Wed Jul 04 23:47:51 +0000 2018,0.545,0.0,0.455,40,@FoxNews
0.5719,Wed Jul 04 23:40:46 +0000 2018,0.73,0.0,0.27,41,@FoxNews
0.0,Wed Jul 04 23:37:36 +0000 2018,1.0,0.0,0.0,42,@FoxNews
0.0,Wed Jul 04 23:31:12 +0000 2018,1.0,0.0,0.0,43,@FoxNews
0.0,Wed Jul 04 23:25:00 +0000 2018,1.0,0.0,0.0,44,@FoxNews
0.3612,Wed Jul 04 23:24:22 +0000 2018,0.654,0.124,0.222,45,@FoxNews
0.4215,Wed Jul 04 23:18:14 +0000 2018,0.797,0.0,0.203,46,@FoxNews
-0.34,Wed Jul 04 23:15:59 +0000 2018,0.862,0.138,0.0,47,@FoxNews
0.0,Wed Jul 04 23:07:00 +0000 2018,1.0,0.0,0.0,48,@FoxNews
0.4939,Wed Jul 04 23:03:48 +0000 2018,0.849,0.0,0.151,49,@FoxNews
0.0,Wed Jul 04 23:00:00 +0000 2018,1.0,0.0,0.0,50,@FoxNews
0.5719,Wed Jul 04 22:53:00 +0000 2018,0.778,0.0,0.222,51,@FoxNews
0.4019,Wed Jul 04 22:50:53 +0000 2018,0.619,0.0,0.381,52,@FoxNews
0.5267,Wed Jul 04 22:39:55 +0000 2018,0.779,0.0,0.221,53,@FoxNews
0.7096,Wed Jul 04 22:32:30 +0000 2018,0.753,0.0,0.247,54,@FoxNews
0.5267,Wed Jul 04 22:30:44 +0000 2018,0.726,0.0,0.274,55,@FoxNews
0.0,Wed Jul 04 22:26:48 +0000 2018,1.0,0.0,0.0,56,@FoxNews
0.6114,Wed Jul 04 22:24:00 +0000 2018,0.715,0.0,0.285,57,@FoxNews
0.8074,Wed Jul 04 22:22:00 +0000 2018,0.696,0.0,0.304,58,@FoxNews
0.0,Wed Jul 04 22:19:23 +0000 2018,1.0,0.0,0.0,59,@FoxNews
-0.4939,Wed Jul 04 22:18:57 +0000 2018,0.802,0.198,0.0,60,@FoxNews
0.7603,Wed Jul 04 22:07:44 +0000 2018,0.579,0.0,0.421,61,@FoxNews
0.3612,Wed Jul 04 22:02:48 +0000 2018,0.569,0.154,0.276,62,@FoxNews
0.5719,Wed Jul 04 21:50:57 +0000 2018,0.844,0.0,0.156,63,@FoxNews
0.8689,Wed Jul 04 21:48:44 +0000 2018,0.605,0.0,0.395,64,@FoxNews
0.2732,Wed Jul 04 21:40:10 +0000 2018,0.812,0.066,0.122,65,@FoxNews
0.34,Wed Jul 04 21:33:12 +0000 2018,0.759,0.089,0.152,66,@FoxNews
0.5267,Wed Jul 04 21:32:46 +0000 2018,0.825,0.0,0.175,67,@FoxNews
0.9716,Wed Jul 04 21:25:35 +0000 2018,0.306,0.0,0.694,68,@FoxNews
0.3384,Wed Jul 04 21:24:00 +0000 2018,0.807,0.0,0.193,69,@FoxNews
0.7096,Wed Jul 04 21:23:00 +0000 2018,0.772,0.0,0.228,70,@FoxNews
0.5267,Wed Jul 04 21:21:38 +0000 2018,0.815,0.0,0.185,71,@FoxNews
0.0,Wed Jul 04 21:20:52 +0000 2018,1.0,0.0,0.0,72,@FoxNews
0.9246,Wed Jul 04 21:19:02 +0000 2018,0.492,0.0,0.508,73,@FoxNews
0.0,Wed Jul 04 21:18:04 +0000 2018,1.0,0.0,0.0,74,@FoxNews
-0.128,Wed Jul 04 21:07:46 +0000 2018,0.88,0.12,0.0,75,@FoxNews
0.0,Wed Jul 04 20:57:09 +0000 2018,1.0,0.0,0.0,76,@FoxNews
0.9062,Wed Jul 04 20:51:09 +0000 2018,0.549,0.0,0.451,77,@FoxNews
0.0,Wed Jul 04 20:49:06 +0000 2018,1.0,0.0,0.0,78,@FoxNews
0.9062,Wed Jul 04 20:47:46 +0000 2018,0.549,0.0,0.451,79,@FoxNews
0.9062,Wed Jul 04 20:42:57 +0000 2018,0.549,0.0,0.451,80,@FoxNews
0.9062,Wed Jul 04 20:37:02 +0000 2018,0.549,0.0,0.451,81,@FoxNews
0.4404,Wed Jul 04 20:22:07 +0000 2018,0.791,0.0,0.209,82,@FoxNews
-0.4767,Wed Jul 04 20:12:50 +0000 2018,0.721,0.279,0.0,83,@FoxNews
0.5719,Wed Jul 04 20:07:38 +0000 2018,0.709,0.0,0.291,84,@FoxNews
-0.8442,Wed Jul 04 20:00:00 +0000 2018,0.664,0.336,0.0,85,@FoxNews
0.0,Wed Jul 04 19:59:53 +0000 2018,1.0,0.0,0.0,86,@FoxNews
0.6486,Wed Jul 04 19:59:00 +0000 2018,0.751,0.0,0.249,87,@FoxNews
-0.296,Wed Jul 04 19:56:56 +0000 2018,0.833,0.167,0.0,88,@FoxNews
0.4939,Wed Jul 04 19:54:48 +0000 2018,0.824,0.0,0.176,89,@FoxNews
0.5719,Wed Jul 04 19:45:25 +0000 2018,0.73,0.0,0.27,90,@FoxNews
0.0,Wed Jul 04 19:36:05 +0000 2018,1.0,0.0,0.0,91,@FoxNews
0.8074,Wed Jul 04 19:34:02 +0000 2018,0.546,0.0,0.454,92,@FoxNews
0.8436,Wed Jul 04 19:30:47 +0000 2018,0.664,0.0,0.336,93,@FoxNews
0.5719,Wed Jul 04 19:30:00 +0000 2018,0.748,0.0,0.252,94,@FoxNews
0.4939,Wed Jul 04 19:28:00 +0000 2018,0.842,0.0,0.158,95,@FoxNews
0.0,Wed Jul 04 19:21:40 +0000 2018,1.0,0.0,0.0,96,@FoxNews
0.0,Wed Jul 04 19:14:46 +0000 2018,1.0,0.0,0.0,97,@FoxNews
0.0,Wed Jul 04 19:08:00 +0000 2018,1.0,0.0,0.0,98,@FoxNews
0.34,Wed Jul 04 19:05:00 +0000 2018,0.821,0.0,0.179,99,@FoxNews
0.5719,Wed Jul 04 18:55:00 +0000 2018,0.73,0.0,0.27,100,@FoxNews
-0.4404,Thu Jul 05 04:43:49 +0000 2018,0.854,0.146,0.0,1,@NYTimes
-0.8225,Thu Jul 05 04:27:26 +0000 2018,0.511,0.489,0.0,2,@NYTimes
-0.8271,Thu Jul 05 04:09:50 +0000 2018,0.51,0.49,0.0,3,@NYTimes
0.6369,Thu Jul 05 03:55:54 +0000 2018,0.704,0.0,0.296,4,@NYTimes
0.3612,Thu Jul 05 03:39:10 +0000 2018,0.762,0.0,0.238,5,@NYTimes
0.0,Thu Jul 05 03:21:08 +0000 2018,1.0,0.0,0.0,6,@NYTimes
-0.7184,Thu Jul 05 03:01:05 +0000 2018,0.727,0.273,0.0,7,@NYTimes
-0.4588,Thu Jul 05 02:42:05 +0000 2018,0.87,0.13,0.0,8,@NYTimes
0.0,Thu Jul 05 02:25:51 +0000 2018,1.0,0.0,0.0,9,@NYTimes
0.2144,Thu Jul 05 02:09:19 +0000 2018,0.89,0.0,0.11,10,@NYTimes
0.0,Thu Jul 05 01:52:47 +0000 2018,1.0,0.0,0.0,11,@NYTimes
0.0,Thu Jul 05 01:52:08 +0000 2018,1.0,0.0,0.0,12,@NYTimes
-0.2732,Thu Jul 05 01:33:48 +0000 2018,0.913,0.087,0.0,13,@NYTimes
0.4404,Thu Jul 05 01:17:02 +0000 2018,0.873,0.0,0.127,14,@NYTimes
-0.7845,Thu Jul 05 00:59:10 +0000 2018,0.615,0.385,0.0,15,@NYTimes
0.2263,Thu Jul 05 00:45:42 +0000 2018,0.881,0.0,0.119,16,@NYTimes
0.0,Thu Jul 05 00:26:44 +0000 2018,1.0,0.0,0.0,17,@NYTimes
0.0,Thu Jul 05 00:09:22 +0000 2018,1.0,0.0,0.0,18,@NYTimes
-0.4767,Wed Jul 04 23:58:16 +0000 2018,0.866,0.134,0.0,19,@NYTimes
0.0,Wed Jul 04 23:42:12 +0000 2018,1.0,0.0,0.0,20,@NYTimes
0.0,Wed Jul 04 23:34:38 +0000 2018,1.0,0.0,0.0,21,@NYTimes
0.5719,Wed Jul 04 23:15:14 +0000 2018,0.68,0.0,0.32,22,@NYTimes
0.0,Wed Jul 04 23:03:38 +0000 2018,1.0,0.0,0.0,23,@NYTimes
0.0,Wed Jul 04 22:50:46 +0000 2018,1.0,0.0,0.0,24,@NYTimes
0.0,Wed Jul 04 22:31:06 +0000 2018,1.0,0.0,0.0,25,@NYTimes
0.4062,Wed Jul 04 22:01:28 +0000 2018,0.72,0.0,0.28,26,@NYTimes
0.0,Wed Jul 04 21:46:28 +0000 2018,1.0,0.0,0.0,27,@NYTimes
0.4939,Wed Jul 04 21:28:19 +0000 2018,0.802,0.0,0.198,28,@NYTimes
0.4754,Wed Jul 04 21:15:06 +0000 2018,0.781,0.0,0.219,29,@NYTimes
0.5707,Wed Jul 04 21:04:06 +0000 2018,0.817,0.0,0.183,30,@NYTimes
-0.9081,Wed Jul 04 20:54:03 +0000 2018,0.568,0.432,0.0,31,@NYTimes
0.0,Wed Jul 04 20:45:04 +0000 2018,1.0,0.0,0.0,32,@NYTimes
0.0,Wed Jul 04 20:30:41 +0000 2018,1.0,0.0,0.0,33,@NYTimes
0.4404,Wed Jul 04 20:14:03 +0000 2018,0.83,0.0,0.17,34,@NYTimes
-0.4767,Wed Jul 04 20:00:06 +0000 2018,0.837,0.163,0.0,35,@NYTimes
0.296,Wed Jul 04 19:45:04 +0000 2018,0.652,0.17,0.178,36,@NYTimes
0.0,Wed Jul 04 19:30:04 +0000 2018,1.0,0.0,0.0,37,@NYTimes
0.296,Wed Jul 04 19:27:47 +0000 2018,0.775,0.092,0.134,38,@NYTimes
-0.1182,Wed Jul 04 19:15:07 +0000 2018,0.907,0.093,0.0,39,@NYTimes
0.0772,Wed Jul 04 19:00:05 +0000 2018,0.743,0.12,0.137,40,@NYTimes
0.0,Wed Jul 04 18:43:07 +0000 2018,1.0,0.0,0.0,41,@NYTimes
0.4019,Wed Jul 04 18:32:05 +0000 2018,0.828,0.0,0.172,42,@NYTimes
0.0,Wed Jul 04 18:14:02 +0000 2018,1.0,0.0,0.0,43,@NYTimes
-0.6705,Wed Jul 04 18:01:05 +0000 2018,0.8,0.2,0.0,44,@NYTimes
0.0,Wed Jul 04 17:44:03 +0000 2018,1.0,0.0,0.0,45,@NYTimes
0.0,Wed Jul 04 17:31:08 +0000 2018,1.0,0.0,0.0,46,@NYTimes
0.0,Wed Jul 04 17:15:11 +0000 2018,1.0,0.0,0.0,47,@NYTimes
0.6705,Wed Jul 04 17:00:06 +0000 2018,0.744,0.0,0.256,48,@NYTimes
-0.296,Wed Jul 04 16:45:07 +0000 2018,0.901,0.099,0.0,49,@NYTimes
-0.7184,Wed Jul 04 16:31:03 +0000 2018,0.7,0.3,0.0,50,@NYTimes
-0.6705,Wed Jul 04 16:14:05 +0000 2018,0.8,0.2,0.0,51,@NYTimes
0.0,Wed Jul 04 16:05:03 +0000 2018,1.0,0.0,0.0,52,@NYTimes
0.34,Wed Jul 04 15:45:05 +0000 2018,0.888,0.0,0.112,53,@NYTimes
-0.296,Wed Jul 04 15:29:00 +0000 2018,0.808,0.126,0.066,54,@NYTimes
0.7184,Wed Jul 04 15:15:08 +0000 2018,0.76,0.0,0.24,55,@NYTimes
0.4404,Wed Jul 04 15:00:05 +0000 2018,0.861,0.0,0.139,56,@NYTimes
0.4576,Wed Jul 04 14:45:06 +0000 2018,0.85,0.0,0.15,57,@NYTimes
-0.5574,Wed Jul 04 14:31:01 +0000 2018,0.533,0.293,0.173,58,@NYTimes
0.4404,Wed Jul 04 14:15:06 +0000 2018,0.838,0.0,0.162,59,@NYTimes
-0.8625,Wed Jul 04 14:00:02 +0000 2018,0.65,0.35,0.0,60,@NYTimes
0.0,Wed Jul 04 13:44:05 +0000 2018,1.0,0.0,0.0,61,@NYTimes
0.0,Wed Jul 04 13:32:02 +0000 2018,1.0,0.0,0.0,62,@NYTimes
-0.4215,Wed Jul 04 13:15:06 +0000 2018,0.851,0.149,0.0,63,@NYTimes
-0.3818,Wed Jul 04 13:00:09 +0000 2018,0.88,0.12,0.0,64,@NYTimes
0.4754,Wed Jul 04 12:44:01 +0000 2018,0.781,0.0,0.219,65,@NYTimes
0.0772,Wed Jul 04 12:28:06 +0000 2018,0.949,0.0,0.051,66,@NYTimes
0.5574,Wed Jul 04 12:15:08 +0000 2018,0.816,0.0,0.184,67,@NYTimes
0.0,Wed Jul 04 12:02:03 +0000 2018,1.0,0.0,0.0,68,@NYTimes
0.504,Wed Jul 04 11:47:02 +0000 2018,0.821,0.0,0.179,69,@NYTimes
0.0,Wed Jul 04 11:32:05 +0000 2018,1.0,0.0,0.0,70,@NYTimes
0.7783,Wed Jul 04 11:17:01 +0000 2018,0.799,0.0,0.201,71,@NYTimes
0.0,Wed Jul 04 11:02:01 +0000 2018,1.0,0.0,0.0,72,@NYTimes
0.0,Wed Jul 04 10:32:04 +0000 2018,1.0,0.0,0.0,73,@NYTimes
0.765,Wed Jul 04 10:02:57 +0000 2018,0.602,0.0,0.398,74,@NYTimes
-0.1027,Wed Jul 04 09:51:02 +0000 2018,0.887,0.113,0.0,75,@NYTimes
0.0,Wed Jul 04 09:48:41 +0000 2018,1.0,0.0,0.0,76,@NYTimes
0.34,Wed Jul 04 09:46:22 +0000 2018,0.854,0.0,0.146,77,@NYTimes
0.5574,Wed Jul 04 09:32:03 +0000 2018,0.854,0.0,0.146,78,@NYTimes
0.3612,Wed Jul 04 09:24:19 +0000 2018,0.783,0.0,0.217,79,@NYTimes
0.0,Wed Jul 04 09:04:53 +0000 2018,1.0,0.0,0.0,80,@NYTimes
0.0,Wed Jul 04 09:02:16 +0000 2018,1.0,0.0,0.0,81,@NYTimes
0.2263,Wed Jul 04 08:57:13 +0000 2018,0.881,0.0,0.119,82,@NYTimes
0.8176,Wed Jul 04 08:38:08 +0000 2018,0.328,0.104,0.568,83,@NYTimes
0.4404,Wed Jul 04 08:32:01 +0000 2018,0.861,0.0,0.139,84,@NYTimes
0.4404,Wed Jul 04 08:07:06 +0000 2018,0.873,0.0,0.127,85,@NYTimes
0.2144,Wed Jul 04 07:49:41 +0000 2018,0.89,0.0,0.11,86,@NYTimes
0.4019,Wed Jul 04 07:33:01 +0000 2018,0.784,0.075,0.141,87,@NYTimes
-0.6124,Wed Jul 04 07:07:08 +0000 2018,0.783,0.217,0.0,88,@NYTimes
-0.4019,Wed Jul 04 06:49:39 +0000 2018,0.847,0.153,0.0,89,@NYTimes
0.0,Wed Jul 04 06:32:02 +0000 2018,1.0,0.0,0.0,90,@NYTimes
-0.7269,Wed Jul 04 06:07:03 +0000 2018,0.664,0.336,0.0,91,@NYTimes
0.34,Wed Jul 04 05:50:16 +0000 2018,0.897,0.0,0.103,92,@NYTimes
-0.3612,Wed Jul 04 05:32:05 +0000 2018,0.894,0.106,0.0,93,@NYTimes
-0.3612,Wed Jul 04 05:13:31 +0000 2018,0.898,0.102,0.0,94,@NYTimes
-0.5719,Wed Jul 04 04:56:17 +0000 2018,0.719,0.281,0.0,95,@NYTimes
0.0,Wed Jul 04 04:38:21 +0000 2018,1.0,0.0,0.0,96,@NYTimes
0.0,Wed Jul 04 04:22:04 +0000 2018,1.0,0.0,0.0,97,@NYTimes
0.3612,Wed Jul 04 04:02:04 +0000 2018,0.762,0.0,0.238,98,@NYTimes
0.0,Wed Jul 04 03:47:02 +0000 2018,1.0,0.0,0.0,99,@NYTimes
-0.8442,Wed Jul 04 03:32:01 +0000 2018,0.622,0.378,0.0,100,@NYTimes
